category,cost,clicks
jkl,0.0003,0
search,0.4069,11
jkl,0.0466,3
search,1.4079,14
social,10357.0,657
jkl,1.1509,3
influencer,11.9754,72
social,0.0172,0
influencer,0.0164,0
jkl,0.8771,19
influencer,0.045,0
influencer,0.3151,12
jkl,0.0017,0
social,3.9296,77
social,0.1724,6
search,2.3058,147
social,9.8096,121
search,0.0032,0
jkl,0.1864,1
social,2.8575,243
influencer,0.4442,7
social,0.3964,6
influencer,0.1063,0
social,0.0001,0
search,1.8874,18
influencer,0.4912,1
influencer,14.165,153
jkl,0.0281,0
social,0.2604,4
jkl,0.0011,0
social,334.7088,1500
jkl,0.013,0
jkl,1.2036,27
influencer,1.6372,15
social,0.0045,0
social,4.8906,64
social,0.4485,8
search,7.5831,47
influencer,0.0159,1
jkl,0.0047,0
jkl,0.3108,4
influencer,159.1998,2232
social,0.0613,5
influencer,1.0821,25
,0.0048,0
search,0.0129,0
social,0.0212,1
social,3.2096,29
social,35.6771,2559
social,5.9886,70
influencer,349.4229,9567
influencer,0.027,0
jkl,0.7721,34
jkl,0.8814,9
social,1.9106,42
social,5.7875,45
influencer,231.1249,3109
social,3.9607,40
social,52.6246,400
search,0.6202,53
jkl,0.0006,0
jkl,1.1333,9
influencer,26.4226,111
search,0.7668,5
influencer,4.3942,23
jkl,1.344,33
social,0.0198,0
jkl,1.9267,19
jkl,0.1281,11
social,376.2671,2358
,0.0006,0
social,0.2626,16
influencer,0.0188,0
influencer,0.0877,1
jkl,0.0057,0
influencer,0.0431,0
jkl,0.0283,0
jkl,0.019,0
jkl,0.0032,0
search,0.4858,25
social,0.5297,9
jkl,0.023,0
search,0.6838,21
search,0.0294,0
influencer,3.5036,106
influencer,392.8014,11047
influencer,1.3222,54
social,0.0112,0
social,0.0488,1
influencer,0.0099,0
jkl,0.0022,0
search,0.0168,0
influencer,0.2197,16
influencer,0.3287,11
social,8.4127,447
jkl,0.3389,0
jkl,0.1418,1
social,29091.4,1198
jkl,0.7024,6
search,0.1499,10
social,0.0008,0
jkl,9.7306,639
jkl,2.1574,49
search,0.9623,28
search,3.0768,31
social,0.031,1
social,0.0125,0
influencer,19.4617,97
social,0.1667,6
influencer,13.6094,482
social,151.7856,865
search,0.0415,1
jkl,0.344,2
search,3.8939,115
influencer,0.0291,0
influencer,0.1952,10
jkl,0.0147,0
jkl,0.5946,12
influencer,0.6783,9
influencer,1.4683,12
search,18.0436,737
jkl,0.0069,0
social,0.7599,65
jkl,0.6042,4
influencer,0.8253,15
influencer,0.9966,52
influencer,199.0973,1039
social,34.0419,3021
jkl,0.2774,4
social,0.7652,14
search,0.2373,8
jkl,3.0966,14
influencer,0.0126,1
search,0.0034,0
jkl,0.0274,0
social,0.0004,0
influencer,0.0007,0
search,0.002,0
jkl,1.7705,30
search,0.6995,11
social,0.0776,3
,0.0006,0
influencer,0.3467,1
search,0.1768,3
search,1.2539,16
influencer,0.3994,1
social,0.3932,10
search,0.2195,12
jkl,0.9993,42
search,1.7077,62
social,6.7517,69
jkl,0.0017,0
influencer,0.2684,2
search,0.5179,4
jkl,0.0342,0
social,0.7194,7
social,0.5169,12
search,0.0062,0
search,0.0026,6
influencer,0.8552,12
social,2.4409,245
,0.0244,0
influencer,0.0003,0
social,0.0,1
search,4.4763,202
jkl,0.6342,1
search,11.1779,345
jkl,0.002,0
search,0.4663,2
search,0.006,0
jkl,0.0747,3
social,7.2472,52
,0.0008,0
jkl,0.006,0
search,1.1899,16
influencer,2.495,42
social,0.706,9
search,0.0073,0
influencer,0.0054,0
,0.0112,0
jkl,0.0015,0
jkl,0.0028,0
influencer,0.0011,0
search,5.3199,39
influencer,0.4283,7
search,15.7909,75
social,1.2136,8
search,0.3036,3
search,0.1517,0
influencer,1.9517,40
social,5.4038,35
social,5.3972,64
influencer,0.0003,0
,0.0008,0
social,0.6395,52
jkl,0.0112,0
social,3.3434,53
jkl,0.5823,1
jkl,0.001,0
social,6.2468,357
social,0.0585,3
search,16.6351,79
social,0.2264,15
jkl,0.0007,0
jkl,0.1827,5
social,0.232,20
influencer,0.8553,10
jkl,0.0677,2
search,16.4812,850
influencer,0.0333,0
influencer,1.5827,69
social,0.4711,20
search,0.0214,0
social,184.8378,646
jkl,0.0167,0
jkl,0.0013,0
influencer,0.7883,6
influencer,1.365,7
influencer,138.1988,8098
influencer,137.6482,7552
influencer,7.5453,101
jkl,0.0006,0
influencer,0.0145,0
influencer,0.0199,0
influencer,0.0275,0
social,1.8825,46
influencer,0.3837,5
influencer,22.0837,119
search,0.5323,7
social,4.416,61
search,0.0163,1
search,0.2905,2
social,0.3729,1
search,0.2033,7
influencer,0.0049,0
jkl,0.9242,19
social,2.6574,42
social,27.7992,230
influencer,0.0035,0
influencer,3.2514,45
search,3.9225,29
social,1.4875,69
influencer,0.031,0
influencer,0.5088,12
influencer,19.3387,600
influencer,0.1677,4
jkl,0.4017,15
jkl,0.6125,5
jkl,1.5713,6
jkl,0.0019,0
search,0.2761,21
jkl,9.9914,592
search,0.4974,27
jkl,0.0015,0
search,0.181,13
jkl,18.5587,328
influencer,271.3497,2598
influencer,92.4581,2359
social,0.1945,7
jkl,0.0051,0
influencer,0.9808,18
search,0.1392,11
search,1.2489,30
social,5.9157,50
influencer,27.0757,106
social,2.8305,20
influencer,0.4136,5
jkl,0.0231,0
social,1.3187,61
social,10.2345,49
social,5.9532,56
influencer,8.7897,60
influencer,0.025,0
social,0.2102,18
jkl,18.4269,193
jkl,0.0007,0
social,0.5232,23
jkl,0.0508,1
social,0.0212,0
jkl,0.0021,0
search,0.0645,5
influencer,1.569,2
social,2.7095,160
jkl,0.0066,0
search,33.9186,187
social,311.6438,1495
social,0.2703,2
search,0.0004,0
influencer,0.0459,1
social,0.2428,2
jkl,0.0003,0
influencer,0.3919,2
influencer,0.0439,2
social,0.0121,0
social,5.2029,57
jkl,0.0197,0
jkl,0.0002,0
social,0.0014,0
jkl,0.0075,0
search,0.1809,1
jkl,0.0296,0
jkl,0.0209,0
social,6790.74,1505
social,0.9059,29
jkl,0.009,0
social,0.0029,0
influencer,0.0128,0
search,0.3567,4
jkl,0.1058,2
social,4.6217,204
social,0.6779,24
jkl,3.5656,23
influencer,0.9585,8
social,31.8931,172
social,2.058,40
search,0.2347,10
social,6.9278,45
search,0.0069,1
social,0.5983,4
jkl,0.098,0
influencer,86.0796,1775
social,4.6354,51
social,3.3968,217
search,0.0107,0
search,0.2784,3
social,2.0919,12
jkl,0.039,3
jkl,0.0555,0
social,0.4723,2
jkl,0.0202,0
search,0.1527,3
social,29.3382,1774
jkl,0.0019,0
search,0.1421,3
influencer,4.5184,104
search,9.994,55
social,0.022,0
influencer,31.0252,113
jkl,0.0062,0
social,0.783,11
social,0.6296,5
influencer,0.0771,0
jkl,0.0152,0
social,363.3782,1336
social,4.2396,58
influencer,3.4577,59
social,193.2542,1159
influencer,2.1632,61
influencer,0.0067,0
jkl,4.0655,67
social,1.8958,17
search,0.081,1
jkl,0.028,0
search,0.1133,5
jkl,0.0307,1
influencer,0.2546,6
influencer,0.1462,0
search,1.0565,18
social,0.0927,3
influencer,24.3648,93
jkl,0.0025,0
social,0.0013,0
jkl,0.0091,0
social,0.453,1
influencer,176.9865,1016
social,0.0,0
jkl,0.0035,0
social,7.8482,39
influencer,0.347,8
social,0.4005,2
influencer,0.3088,0
search,0.237,6
search,1.4329,16
jkl,4.1747,47
influencer,120.615,8011
search,17.5116,1049
search,16567.5,2390
social,5.642,231
search,5.492,31
search,0.0094,0
search,0.2361,2
social,8.7643,445
social,83.3337,362
influencer,0.2053,3
search,0.4878,4
influencer,0.1721,2
social,7.7278,130
search,0.0137,0
influencer,1.7903,94
influencer,1.1755,26
search,0.3045,7
influencer,0.6611,26
jkl,0.008,0
influencer,0.1517,0
social,7.0267,402
jkl,15.4297,234
search,0.0041,0
influencer,11.7988,126
social,0.2143,1
social,92.0315,979
jkl,0.0026,0
social,2.4227,148
social,78.5454,346
influencer,1.1201,12
social,1.1529,12
jkl,0.4938,28
,0.0032,0
search,0.2878,9
social,0.1735,3
search,22.6135,111
social,164.7828,1192
social,4.7315,44
search,0.1355,12
search,1.1822,52
,0.0152,0
social,0.713,55
social,91.0932,532
social,9.0831,80
social,30.8561,116
social,327.7002,1300
social,0.7475,23
social,3.7868,225
influencer,169.8765,5184
search,0.3529,2
social,63.6337,783
influencer,0.5207,48
social,72.1595,597
influencer,209.9097,4639
jkl,0.0,0
jkl,15.2009,240
social,3.4439,35
search,13.2951,82
jkl,0.2694,2
search,0.0012,0
jkl,0.001,0
influencer,1.1604,11
social,261047.0,16498
jkl,0.0074,0
search,11.5423,62
social,2.8807,23
jkl,0.0697,2
social,174.6712,1142
social,8.8234,70
social,0.5536,32
influencer,0.0068,0
social,0.7401,50
influencer,0.0007,0
jkl,0.0015,0
influencer,13.2195,174
search,0.2118,3
influencer,0.1337,0
jkl,0.5534,10
search,0.2838,6
,0.0008,0
search,0.0114,1
search,0.1268,3
social,0.0126,0
influencer,0.5089,26
jkl,0.0237,1
search,0.213,9
influencer,0.0007,0
social,0.531,0
search,0.5121,20
search,41.982,227
social,2.4423,18
social,4.5509,48
social,102.9039,426
social,118.2606,945
search,15.2218,87
search,1.0762,16
influencer,1.4067,95
influencer,0.8985,6
influencer,185263.0,17993
social,339.7693,2384
social,0.2894,5
social,0.4363,18
influencer,0.4844,3
social,10.3721,622
jkl,0.0074,0
search,13.3935,110
influencer,0.1675,6
search,2.4215,70
search,0.7521,10
social,0.5973,41
jkl,0.0002,0
search,0.7347,26
influencer,1.4199,85
social,7.8777,465
influencer,0.5343,1
social,0.021,0
jkl,15.5058,220
search,36.3068,183
search,78.1426,417
jkl,0.0338,2
search,8.5471,134
influencer,3.9014,64
social,0.2711,4
social,0.0035,1
search,0.3267,5
social,97.4302,541
social,51783.3,2396
jkl,0.3621,1
search,0.0037,0
influencer,6.1498,131
jkl,0.0119,0
jkl,0.3383,6
social,0.0008,0
influencer,3.9483,49
,0.008,0
social,0.0621,1
jkl,0.3312,23
influencer,3.1575,109
social,0.0026,0
search,1.4697,10
social,0.0,0
influencer,0.0039,0
search,0.0038,0
social,38.6328,2006
search,1.2141,52
jkl,0.0025,0
social,0.7419,29
influencer,0.0406,0
search,0.8029,40
influencer,376.2983,8938
social,0.0484,1
search,0.4534,26
influencer,11.087,139
jkl,0.548,21
influencer,0.0003,0
social,4.4803,24
influencer,0.0948,0
jkl,0.2042,1
jkl,0.0119,0
influencer,0.0546,1
social,2.3931,101
jkl,0.0006,0
social,0.2192,3
search,0.4957,2
search,7.3928,51
search,1.3455,42
influencer,0.0049,0
search,0.0099,0
influencer,1.9979,50
social,0.0163,0
social,0.1551,2
social,0.0107,0
search,26.6826,119
social,0.0088,0
search,0.0007,0
influencer,3524.08,298
social,239.7635,1613
search,0.3609,5
influencer,0.9745,17
,0.0024,0
social,1.1204,46
jkl,1.4289,6
jkl,0.4941,5
social,33.0996,213
influencer,1.1144,24
influencer,8.9663,138
influencer,0.1206,1
jkl,0.5563,1
social,0.4441,7
social,24.2388,139
search,0.5295,4
search,1.6448,62
social,0.1751,13
jkl,0.0057,0
social,2.4883,14
social,0.0623,1
jkl,0.0012,0
search,0.0197,1
influencer,0.0007,0
jkl,0.0651,2
social,0.0183,1
,0.0136,0
social,0.0102,0
influencer,0.0114,0
jkl,0.0035,0
social,5.5274,75
influencer,0.4808,43
search,9.6391,34
jkl,0.0006,0
jkl,0.0241,0
social,4.9638,95
social,0.1053,8
jkl,0.197,0
jkl,0.886,17
influencer,221.651,4940
jkl,0.0007,0
social,3.9509,274
search,0.0331,1
social,2.241,151
search,0.6087,31
influencer,0.3037,3
search,0.0003,0
influencer,0.2967,2
search,28.5305,137
influencer,0.0072,0
jkl,0.1656,0
influencer,4.6206,65
jkl,0.0414,0
social,0.1891,2
,0.0956,0
jkl,0.3752,5
jkl,4.5626,37
influencer,7.5046,265
social,0.292,1
search,41.0783,205
social,0.5545,7
social,0.6248,10
social,6.9429,32
social,0.0007,0
jkl,0.0886,1
jkl,0.0233,2
search,0.3436,3
jkl,0.2021,3
influencer,0.0875,0
social,19350.0,1641
,0.0064,0
social,0.3327,6
social,12713.0,599
search,0.2437,3
jkl,0.0201,0
search,0.0139,1
social,3.8546,44
social,0.2144,3
jkl,0.0601,2
influencer,25.6942,288
jkl,0.276,0
influencer,1.7549,28
social,0.0,0
search,0.3029,3
jkl,0.0015,0
search,0.2825,2
jkl,0.0064,0
influencer,5.1114,63
search,2.6395,22
search,180223.0,21596
jkl,0.0212,0
search,0.1665,10
jkl,0.35,11
influencer,19.5668,746
search,0.1033,4
social,4.8889,42
social,3.4456,20
influencer,0.0576,0
jkl,0.0297,0
social,5039.51,896
jkl,0.956,7
jkl,0.6124,6
jkl,0.02,2
influencer,0.0547,0
search,0.2945,7
social,0.1373,15
influencer,0.0034,0
social,1.419,100
influencer,10.7643,64
social,33.0908,2123
influencer,0.0199,0
search,0.0724,0
jkl,0.0265,1
social,1.4676,71
influencer,126901.0,6005
influencer,0.0745,15
,0.0182,0
social,3.1042,37
search,0.4094,5
influencer,0.0312,0
social,6.2286,42
social,0.0179,1
search,0.1111,7
influencer,0.0256,0
influencer,0.5384,1
social,10.0346,41
social,198.1868,1016
social,0.3285,9
search,11.1556,617
jkl,1.1822,22
jkl,0.0432,0
search,0.2909,19
influencer,0.141,2
social,0.3915,9
influencer,0.015,0
jkl,0.8969,7
social,10.0712,105
search,0.8241,37
social,141.7886,1133
search,1.8272,19
jkl,0.0066,0
jkl,0.0011,0
search,0.1326,2
influencer,2.6931,41
social,0.0183,0
jkl,0.7875,11
jkl,14.1095,244
influencer,0.0382,1
social,0.0184,1
social,1.5715,160
influencer,7.2022,199
influencer,4.2703,125
media,931.99,2090
search,0.0025,0
,0.0136,0
social,4.3222,290
jkl,0.0076,0
influencer,0.2032,3
social,0.1232,1
social,104.2733,740
search,0.3733,3
jkl,0.003,0
jkl,0.0276,0
social,8.932,389
influencer,0.4662,8
influencer,0.0341,0
jkl,1.4238,9
social,0.0096,1
jkl,0.0059,0
jkl,10.8085,113
influencer,0.904,7
social,0.0003,0
jkl,0.0006,0
search,0.1227,4
jkl,0.9123,8
social,0.0256,1
social,0.2011,3
influencer,0.0004,0
search,1.6849,23
social,0.3187,4
search,0.0743,7
influencer,0.0837,1
influencer,10.1593,92
social,3.1278,170
search,0.0016,0
social,1.0975,77
social,8.2519,32
search,0.2677,28
influencer,0.0572,0
influencer,0.9376,1
social,1.4712,15
search,1.7437,11
jkl,5.8731,108
jkl,0.001,0
influencer,0.803,9
search,22357.6,2408
influencer,1.8062,14
jkl,0.1991,2
search,1754.25,83
jkl,0.0194,0
search,0.0963,1
jkl,3.3035,34
jkl,0.0147,0
social,4.8702,59
jkl,15.6198,226
jkl,0.0237,0
jkl,0.0097,0
jkl,0.4291,3
influencer,0.0256,0
jkl,0.0182,0
social,1.5468,125
social,0.0101,0
influencer,0.3908,3
influencer,0.2425,1
social,0.0953,3
jkl,13.8514,192
jkl,0.0014,0
search,9472.22,487
,0.0008,0
search,0.2048,1
social,2.4711,173
influencer,0.4947,9
social,0.3811,14
influencer,42.5293,931
jkl,0.1528,3
social,0.0016,0
search,3.2827,22
social,1.5567,21
influencer,9.0846,36
social,0.4581,5
social,0.0023,0
social,0.0327,2
search,0.5057,7
jkl,0.1899,5
jkl,0.1018,0
search,0.0748,3
social,7.2244,46
social,0.0537,0
influencer,0.3899,1
influencer,1.6424,11
search,0.0119,0
jkl,0.0349,0
social,3.0678,26
social,1.6111,67
social,0.2593,27
social,0.011,0
influencer,0.6996,4
social,0.4107,2
search,2.1059,68
jkl,0.2048,10
jkl,0.1369,6
search,0.3309,23
jkl,2.1251,33
influencer,0.0131,0
social,0.0205,0
influencer,7.0494,36
,0.004,0
social,0.0019,0
search,4.144,41
influencer,0.1628,2
jkl,0.6226,2
search,0.1046,4
social,9.044,89
influencer,0.0012,0
influencer,0.423,6
influencer,0.0175,0
influencer,0.9935,39
social,3.8287,27
social,0.6951,26
social,0.0183,0
social,0.0007,1
jkl,29.3397,657
jkl,0.7948,41
jkl,0.1089,1
jkl,0.0244,0
social,0.5362,24
influencer,0.085,1
influencer,394.4119,9688
jkl,6.0209,99
influencer,2.0089,30
influencer,0.0078,0
search,0.0171,0
social,1.5303,93
search,1.3715,130
search,0.2061,1
jkl,0.0081,0
jkl,0.0036,0
influencer,0.0036,0
social,0.0003,0
jkl,0.1031,0
social,59.4457,3368
social,17.2793,165
social,0.1928,17
media,29378.3,12591
social,180.828,760
search,0.0458,0
social,2.1735,130
influencer,31.5055,308
jkl,0.498,10
social,1.636,104
social,66.3274,435
social,5.3785,78
social,465.4819,2610
social,9.5479,95
social,0.7249,10
search,0.1472,14
search,0.3905,20
influencer,0.0053,0
social,8.0558,119
search,0.1194,1
social,14.3203,156
social,42.4223,233
influencer,2.3111,85
social,0.9458,6
jkl,0.7767,2
search,2.8545,46
influencer,0.1363,0
social,0.1694,11
influencer,0.0098,0
influencer,0.5534,26
influencer,0.166,4
social,3.2799,240
search,0.1871,12
influencer,17.7587,163
social,6.0006,330
jkl,1.1627,8
social,1.2122,70
social,0.8923,18
social,0.0032,1
influencer,0.0275,0
social,0.0712,2
influencer,0.5889,11
search,0.2015,27
search,13.6706,350
influencer,0.2397,3
search,0.3979,36
influencer,0.0938,1
social,0.2246,4
influencer,0.0176,0
jkl,0.3028,12
jkl,0.108,0
social,111.4928,557
influencer,0.2515,1
search,3.8192,31
jkl,3.3958,146
influencer,0.4324,18
social,230.9345,1115
social,3.0,21
jkl,0.0056,0
search,0.6971,2
jkl,0.0097,0
social,3.7096,33
jkl,0.0324,0
search,0.083,6
jkl,0.0483,3
influencer,1.2374,23
search,2.1675,43
social,0.7071,31
search,0.0024,0
search,0.19,2
influencer,1.0376,56
,0.0008,0
jkl,0.0052,0
social,0.0521,1
social,0.0163,0
influencer,272.2919,2495
influencer,1.8908,93
jkl,0.5839,3
influencer,0.198,0
media,79987.7,4203
jkl,0.003,0
search,0.4843,41
jkl,0.0523,1
influencer,0.0836,0
influencer,0.3618,3
search,0.5795,4
social,0.0004,0
influencer,0.0396,0
jkl,1.4705,14
social,28.6071,987
social,10317.0,2701
search,0.191,0
jkl,0.124,0
search,0.0132,0
social,2.3855,7
influencer,2.0354,80
,0.0008,0
social,24.679,1948
jkl,0.1169,0
jkl,0.2822,3
search,3.1202,90
social,2.6262,107
jkl,0.0003,0
influencer,0.0325,0
jkl,0.0161,0
social,2.5325,18
search,0.9002,35
search,84.0981,412
social,0.678,12
influencer,196.2842,1244
social,2.5699,30
social,11.641,303
jkl,0.0014,0
social,1.9487,88
jkl,0.0239,0
jkl,0.2017,13
jkl,0.0015,0
search,25.9816,1011
influencer,243.7887,12101
search,17.0182,436
social,3.7842,157
influencer,21.4405,744
influencer,5.6206,68
search,0.0096,0
search,0.4919,29
jkl,0.0796,0
jkl,7.5902,77
social,1.8775,71
jkl,8.4749,665
jkl,0.0489,1
social,8.8753,62
jkl,0.0027,0
jkl,0.0008,0
search,1.4341,10
search,0.3858,5
influencer,0.2775,11
,0.0078,0
influencer,0.019,0
social,3.3992,218
jkl,2.8179,47
search,1.779,70
influencer,0.0845,2
influencer,3.5858,126
search,0.0153,0
jkl,1.1994,26
jkl,0.3553,4
jkl,0.0265,0
search,0.0154,0
search,0.328,0
search,2.5913,14
social,2.3242,139
jkl,0.0022,0
social,0.0735,0
influencer,0.0674,1
influencer,0.2273,6
search,0.2182,1
jkl,2.7072,103
influencer,0.1045,4
social,43.4084,298
search,0.0033,0
influencer,18.9384,176
jkl,0.252,2
influencer,0.0128,0
influencer,0.0003,0
search,1.0681,15
search,0.0628,0
social,0.3419,5
influencer,0.0012,0
jkl,0.019,0
influencer,9.398,55
jkl,0.003,0
influencer,0.1828,5
search,1.3763,85
influencer,0.0637,0
influencer,33.858,126
social,0.0,0
social,0.0002,0
social,1.3378,90
social,10.1765,158
jkl,0.0217,0
social,2.0743,158
jkl,0.017,1
social,0.0018,0
search,0.5299,17
social,0.4107,10
jkl,0.0897,1
social,0.4219,17
social,0.0018,0
influencer,3.2836,149
influencer,0.0236,0
social,0.1342,0
jkl,0.0013,0
social,0.0381,0
influencer,0.0012,0
social,0.2124,2
search,4.1087,48
,0.0048,0
influencer,14.3316,161
jkl,0.0327,0
social,2.7314,76
social,0.4469,4
social,4.2369,164
social,0.4183,37
influencer,0.7124,5
jkl,0.0974,1
social,0.0001,0
jkl,0.006,0
jkl,0.4913,9
jkl,0.0003,0
influencer,0.0017,0
search,47.6241,335
influencer,0.0344,0
jkl,1.5946,15
social,0.0173,0
social,1.3753,98
search,0.0102,0
search,85.4952,427
search,0.0283,0
social,4.3905,210
influencer,149279.0,11993
influencer,21.9056,645
influencer,25.018,2040
influencer,0.0065,0
influencer,0.0853,1
search,0.0983,9
jkl,0.0079,0
search,0.3213,25
social,11.6833,109
social,3.5793,42
search,0.7719,9
social,0.0,0
social,9.5097,117
search,0.1268,2
jkl,0.0897,0
search,0.0969,9
search,1.6137,56
search,1.1223,74
jkl,0.0015,0
influencer,4.8323,35
,0.0027,0
influencer,0.0205,0
influencer,0.0008,0
social,0.4182,2
search,0.0081,0
social,4.4906,213
search,92.1778,469
social,0.0005,0
social,0.0255,1
social,0.1744,6
influencer,0.2855,1
search,2.507,18
influencer,54.8392,1560
influencer,0.1481,1
search,14.266,755
social,0.0053,1
,0.004,0
jkl,0.0006,0
social,0.9441,10
social,0.0203,0
search,0.0099,0
social,0.0349,4
search,0.6363,16
search,0.0106,0
,0.0064,0
jkl,0.0323,0
search,9.9628,151
jkl,0.095,0
influencer,0.0252,0
jkl,4.3907,52
influencer,0.4975,7
social,3.365,171
search,0.0196,1
social,4.8533,65
search,0.3234,8
search,0.0583,1
social,0.0076,0
influencer,0.2097,5
influencer,0.0601,1
,0.0016,0
search,0.0955,1
influencer,0.175,0
social,0.3869,7
social,116.3287,579
search,0.2751,0
jkl,0.0007,0
search,2.8,39
jkl,0.0308,0
search,5.4525,29
search,0.1716,11
jkl,0.3899,3
search,0.1067,7
jkl,4.0976,26
influencer,0.8615,40
social,13.5803,187
jkl,1.7733,31
jkl,0.001,0
influencer,12.4486,37
jkl,1.5983,7
influencer,12.7398,118
search,0.1394,10
influencer,6.3553,79
social,0.1938,12
social,2.897,45
influencer,0.4923,12
influencer,0.0521,0
jkl,0.0224,0
influencer,2.5422,68
social,40.6554,2697
search,0.0834,1
social,2.8352,28
influencer,0.0858,0
influencer,0.0238,0
social,2.6583,188
search,46.6034,253
social,17.4255,78
influencer,0.6146,12
jkl,0.0167,0
social,1.0107,61
influencer,0.7478,4
jkl,0.0386,0
,0.0016,0
social,0.4732,0
influencer,0.046,0
jkl,0.0551,1
influencer,0.2659,13
jkl,0.0342,1
social,11.1096,147
social,0.0768,3
search,0.0011,0
search,0.874,39
search,21.1146,908
social,0.5707,1
social,7.3539,61
search,2.2437,21
influencer,1.0934,14
jkl,0.0891,1
social,95.2378,478
social,0.0114,1
,0.0006,0
social,39.7955,2571
social,1.1779,57
influencer,9.4582,27
,0.056,0
influencer,0.7436,12
search,14.8994,106
influencer,5.922,189
social,9.1528,81
social,0.002,3
search,37.0145,227
social,23.4219,309
social,68.1335,798
influencer,1.0338,60
jkl,0.0101,0
social,362.201,1555
social,0.1314,10
social,296.8451,1497
search,0.0031,0
influencer,0.0297,0
jkl,0.0178,0
search,0.119,1
social,37.5251,264
search,0.1459,2
social,170.2927,868
influencer,8.2749,224
search,1.3702,26
influencer,18.1231,498
social,8.6388,139
social,3.8507,274
jkl,0.0257,0
influencer,0.7843,41
search,0.3185,7
social,0.0033,1
,0.0016,0
,0.0024,0
jkl,0.009,0
search,0.0456,0
search,1.2444,12
social,61.1666,244
jkl,0.0007,0
social,69.6979,342
social,1.4933,101
search,2.3432,60
media,179519.0,8391
influencer,0.6753,10
jkl,0.1229,2
influencer,0.3999,6
social,2.4737,54
social,3.0485,103
influencer,49.3001,1434
social,0.3566,4
social,0.1926,4
search,0.0088,0
social,3.9229,284
social,0.1979,1
search,0.2626,6
influencer,0.7684,2
influencer,272.2507,6666
search,0.4357,6
