category,cost,leads
social,0.0172,0
influencer,0.0164,0
jkl,0.8771,0
influencer,0.045,0
influencer,0.3151,0
jkl,0.0017,0
social,3.9296,2
social,0.1724,0
search,2.3058,3
social,9.8096,2
search,0.0032,0
jkl,0.1864,0
social,2.8575,6
influencer,0.4442,0
social,0.3964,0
influencer,0.1063,0
social,0.0001,0
search,1.8874,0
influencer,0.4912,0
influencer,14.165,3
jkl,0.0281,0
social,0.2604,0
jkl,0.0011,0
social,334.7088,35
jkl,0.013,0
jkl,1.2036,0
influencer,1.6372,0
social,0.0045,0
social,4.8906,1
social,0.4485,0
search,7.5831,1
influencer,0.0159,0
jkl,0.0047,0
jkl,0.3108,0
influencer,159.1998,52
social,0.0613,0
influencer,1.0821,0
,0.0048,0
search,0.0129,0
social,0.0212,0
social,3.2096,0
social,35.6771,66
social,5.9886,1
influencer,349.4229,233
influencer,0.027,0
jkl,0.7721,0
jkl,0.8814,0
social,1.9106,1
social,5.7875,1
influencer,231.1249,81
social,3.9607,0
social,52.6246,10
search,0.6202,1
jkl,0.0006,0
jkl,1.1333,0
influencer,26.4226,2
search,0.7668,0
influencer,4.3942,0
jkl,1.344,0
social,0.0198,0
jkl,1.9267,0
jkl,0.1281,0
social,376.2671,55
,0.0006,0
social,0.2626,0
influencer,0.0188,0
influencer,0.0877,0
jkl,0.0057,0
influencer,0.0431,0
jkl,0.0283,0
jkl,0.019,0
jkl,0.0032,0
search,0.4858,0
social,0.5297,0
jkl,0.023,0
search,0.6838,0
search,0.0294,0
influencer,3.5036,2
influencer,392.8014,282
influencer,1.3222,1
social,0.0112,0
social,0.0488,0
influencer,0.0099,0
jkl,0.0022,0
search,0.0168,0
influencer,0.2197,0
influencer,0.3287,0
social,8.4127,11
jkl,0.3389,0
jkl,0.1418,0
social,29091.4,24
jkl,0.7024,0
search,0.1499,0
social,0.0008,0
jkl,9.7306,16
jkl,2.1574,1
search,0.9623,0
search,3.0768,0
social,0.031,0
social,0.0125,0
influencer,19.4617,2
social,0.1667,0
influencer,13.6094,13
social,151.7856,22
search,0.0415,0
jkl,0.344,0
search,3.8939,2
influencer,0.0291,0
influencer,0.1952,0
jkl,0.0147,0
jkl,0.5946,0
influencer,0.6783,0
influencer,1.4683,0
search,18.0436,19
jkl,0.0069,0
social,0.7599,1
jkl,0.6042,0
influencer,0.8253,0
influencer,0.9966,1
influencer,199.0973,25
social,34.0419,74
jkl,0.2774,0
social,0.7652,0
search,0.2373,0
jkl,3.0966,0
influencer,0.0126,0
search,0.0034,0
jkl,0.0274,0
social,0.0004,0
influencer,0.0007,0
search,0.002,0
jkl,1.7705,0
search,0.6995,0
social,0.0776,0
,0.0006,0
influencer,0.3467,0
search,0.1768,0
search,1.2539,0
influencer,0.3994,0
social,0.3932,0
search,0.2195,0
jkl,0.9993,1
search,1.7077,1
social,6.7517,1
jkl,0.0017,0
influencer,0.2684,0
search,0.5179,0
jkl,0.0342,0
social,0.7194,0
social,0.5169,0
search,0.0062,0
search,0.0026,0
influencer,0.8552,0
social,2.4409,5
,0.0244,0
influencer,0.0003,0
social,0.0,0
search,4.4763,5
jkl,0.6342,0
search,11.1779,8
jkl,0.002,0
search,0.4663,0
search,0.006,0
jkl,0.0747,0
social,7.2472,1
,0.0008,0
jkl,0.006,0
search,1.1899,0
influencer,2.495,0
social,0.706,0
search,0.0073,0
influencer,0.0054,0
,0.0112,0
jkl,0.0015,0
jkl,0.0028,0
influencer,0.0011,0
search,5.3199,1
influencer,0.4283,0
search,15.7909,2
social,1.2136,0
search,0.3036,0
search,0.1517,0
influencer,1.9517,0
social,5.4038,0
social,5.3972,1
influencer,0.0003,0
,0.0008,0
social,0.6395,1
jkl,0.0112,0
social,3.3434,1
jkl,0.5823,0
jkl,0.001,0
social,6.2468,9
social,0.0585,0
search,16.6351,2
social,0.2264,0
jkl,0.0007,0
jkl,0.1827,0
social,0.232,0
influencer,0.8553,0
jkl,0.0677,0
search,16.4812,19
influencer,0.0333,0
influencer,1.5827,1
social,0.4711,0
search,0.0214,0
social,184.8378,16
jkl,0.0167,0
jkl,0.0013,0
influencer,0.7883,0
influencer,1.365,0
influencer,138.1988,205
influencer,137.6482,171
influencer,7.5453,2
jkl,0.0006,0
influencer,0.0145,0
influencer,0.0199,0
influencer,0.0275,0
social,1.8825,1
influencer,0.3837,0
influencer,22.0837,3
search,0.5323,0
social,4.416,1
search,0.0163,0
search,0.2905,0
social,0.3729,0
search,0.2033,0
influencer,0.0049,0
jkl,0.9242,0
social,2.6574,1
social,27.7992,6
influencer,0.0035,0
influencer,3.2514,1
search,3.9225,0
social,1.4875,1
influencer,0.031,0
influencer,0.5088,0
influencer,19.3387,15
influencer,0.1677,0
jkl,0.4017,0
jkl,0.6125,0
jkl,1.5713,0
jkl,0.0019,0
search,0.2761,0
jkl,9.9914,15
search,0.4974,0
jkl,0.0015,0
search,0.181,0
jkl,18.5587,8
influencer,271.3497,67
influencer,92.4581,54
social,0.1945,0
jkl,0.0051,0
influencer,0.9808,0
search,0.1392,0
search,1.2489,0
social,5.9157,1
influencer,27.0757,2
social,2.8305,0
influencer,0.4136,0
jkl,0.0231,0
social,1.3187,1
social,10.2345,1
social,5.9532,1
influencer,8.7897,1
influencer,0.025,0
social,0.2102,0
jkl,18.4269,4
jkl,0.0007,0
social,0.5232,0
jkl,0.0508,0
social,0.0212,0
jkl,0.0021,0
search,0.0645,0
influencer,1.569,0
social,2.7095,4
jkl,0.0066,0
search,33.9186,4
social,311.6438,39
social,0.2703,0
search,0.0004,0
influencer,0.0459,0
social,0.2428,0
jkl,0.0003,0
influencer,0.3919,0
influencer,0.0439,0
social,0.0121,0
social,5.2029,1
jkl,0.0197,0
jkl,0.0002,0
social,0.0014,0
jkl,0.0075,0
search,0.1809,0
jkl,0.0296,0
jkl,0.0209,0
social,6790.74,30
social,0.9059,0
jkl,0.009,0
social,0.0029,0
influencer,0.0128,0
search,0.3567,0
jkl,0.1058,0
social,4.6217,5
social,0.6779,0
jkl,3.5656,0
influencer,0.9585,0
social,31.8931,3
social,2.058,0
search,0.2347,0
social,6.9278,1
search,0.0069,0
social,0.5983,0
jkl,0.098,0
influencer,86.0796,44
social,4.6354,1
social,3.3968,5
search,0.0107,0
search,0.2784,0
social,2.0919,0
jkl,0.039,0
jkl,0.0555,0
social,0.4723,0
jkl,0.0202,0
search,0.1527,0
social,29.3382,40
jkl,0.0019,0
search,0.1421,0
influencer,4.5184,2
search,9.994,1
social,0.022,0
influencer,31.0252,2
jkl,0.0062,0
social,0.783,0
social,0.6296,0
influencer,0.0771,0
jkl,0.0152,0
social,363.3782,32
social,4.2396,1
influencer,3.4577,1
social,193.2542,30
influencer,2.1632,1
influencer,0.0067,0
jkl,4.0655,1
social,1.8958,0
search,0.081,0
jkl,0.028,0
search,0.1133,0
jkl,0.0307,0
influencer,0.2546,0
influencer,0.1462,0
search,1.0565,0
social,0.0927,0
influencer,24.3648,2
jkl,0.0025,0
social,0.0013,0
jkl,0.0091,0
social,0.453,0
influencer,176.9865,26
social,0.0,0
jkl,0.0035,0
social,7.8482,1
influencer,0.347,0
social,0.4005,0
influencer,0.3088,0
search,0.237,0
search,1.4329,0
jkl,4.1747,1
influencer,120.615,186
search,17.5116,27
search,16567.5,48
social,5.642,5
search,5.492,0
search,0.0094,0
search,0.2361,0
social,8.7643,10
social,83.3337,8
influencer,0.2053,0
search,0.4878,0
influencer,0.1721,0
social,7.7278,3
search,0.0137,0
influencer,1.7903,2
influencer,1.1755,0
search,0.3045,0
influencer,0.6611,0
jkl,0.008,0
influencer,0.1517,0
social,7.0267,10
jkl,15.4297,5
search,0.0041,0
influencer,11.7988,3
social,0.2143,0
social,92.0315,26
jkl,0.0026,0
social,2.4227,3
social,78.5454,9
influencer,1.1201,0
social,1.1529,0
jkl,0.4938,0
,0.0032,0
search,0.2878,0
social,0.1735,0
search,22.6135,2
social,164.7828,29
social,4.7315,1
search,0.1355,0
search,1.1822,1
,0.0152,0
social,0.713,1
social,91.0932,13
social,9.0831,2
social,30.8561,3
social,327.7002,29
social,0.7475,0
social,3.7868,5
influencer,169.8765,136
search,0.3529,0
social,63.6337,20
influencer,0.5207,1
social,72.1595,13
influencer,209.9097,114
jkl,0.0,0
jkl,15.2009,5
social,3.4439,0
search,13.2951,2
jkl,0.2694,0
search,0.0012,0
jkl,0.001,0
influencer,1.1604,0
social,261047.0,330
jkl,0.0074,0
search,11.5423,1
social,2.8807,0
jkl,0.0697,0
social,174.6712,27
social,8.8234,1
social,0.5536,0
influencer,0.0068,0
social,0.7401,1
influencer,0.0007,0
jkl,0.0015,0
influencer,13.2195,4
search,0.2118,0
influencer,0.1337,0
jkl,0.5534,0
search,0.2838,0
,0.0008,0
search,0.0114,0
search,0.1268,0
social,0.0126,0
influencer,0.5089,0
jkl,0.0237,0
search,0.213,0
influencer,0.0007,0
social,0.531,0
search,0.5121,0
search,41.982,5
social,2.4423,0
social,4.5509,1
social,102.9039,10
social,118.2606,21
search,15.2218,2
search,1.0762,0
influencer,1.4067,2
influencer,0.8985,0
influencer,185263.0,445
social,339.7693,59
social,0.2894,0
social,0.4363,0
influencer,0.4844,0
social,10.3721,15
jkl,0.0074,0
search,13.3935,2
influencer,0.1675,0
search,2.4215,1
search,0.7521,0
social,0.5973,1
jkl,0.0002,0
search,0.7347,0
influencer,1.4199,2
social,7.8777,12
influencer,0.5343,0
social,0.021,0
jkl,15.5058,5
search,36.3068,4
search,78.1426,9
jkl,0.0338,0
search,8.5471,3
influencer,3.9014,1
social,0.2711,0
social,0.0035,0
search,0.3267,0
social,97.4302,13
social,51783.3,48
jkl,0.3621,0
search,0.0037,0
influencer,6.1498,3
jkl,0.0119,0
jkl,0.3383,0
social,0.0008,0
influencer,3.9483,1
,0.008,0
social,0.0621,0
jkl,0.3312,0
influencer,3.1575,2
social,0.0026,0
search,1.4697,0
social,0.0,0
influencer,0.0039,0
search,0.0038,0
social,38.6328,48
search,1.2141,1
jkl,0.0025,0
social,0.7419,0
influencer,0.0406,0
search,0.8029,1
influencer,376.2983,244
social,0.0484,0
search,0.4534,0
influencer,11.087,3
jkl,0.548,0
influencer,0.0003,0
social,4.4803,0
influencer,0.0948,0
jkl,0.2042,0
jkl,0.0119,0
influencer,0.0546,0
social,2.3931,2
jkl,0.0006,0
social,0.2192,0
search,0.4957,0
search,7.3928,1
search,1.3455,0
influencer,0.0049,0
search,0.0099,0
influencer,1.9979,1
social,0.0163,0
social,0.1551,0
social,0.0107,0
search,26.6826,2
social,0.0088,0
search,0.0007,0
influencer,3524.08,6
social,239.7635,43
search,0.3609,0
influencer,0.9745,0
,0.0024,0
social,1.1204,1
jkl,1.4289,0
jkl,0.4941,0
social,33.0996,5
influencer,1.1144,0
influencer,8.9663,3
influencer,0.1206,0
jkl,0.5563,0
social,0.4441,0
social,24.2388,3
search,0.5295,0
search,1.6448,1
social,0.1751,0
jkl,0.0057,0
social,2.4883,0
social,0.0623,0
jkl,0.0012,0
search,0.0197,0
influencer,0.0007,0
jkl,0.0651,0
social,0.0183,0
,0.0136,0
social,0.0102,0
influencer,0.0114,0
jkl,0.0035,0
social,5.5274,2
influencer,0.4808,1
search,9.6391,0
jkl,0.0006,0
jkl,0.0241,0
social,4.9638,2
social,0.1053,0
jkl,0.197,0
jkl,0.886,0
influencer,221.651,131
jkl,0.0007,0
social,3.9509,6
search,0.0331,0
social,2.241,3
search,0.6087,0
influencer,0.3037,0
search,0.0003,0
influencer,0.2967,0
search,28.5305,3
influencer,0.0072,0
jkl,0.1656,0
influencer,4.6206,1
jkl,0.0414,0
social,0.1891,0
,0.0956,0
jkl,0.3752,0
jkl,4.5626,1
influencer,7.5046,6
social,0.292,0
search,41.0783,4
social,0.5545,0
social,0.6248,0
social,6.9429,0
social,0.0007,0
jkl,0.0886,0
jkl,0.0233,0
search,0.3436,0
jkl,0.2021,0
influencer,0.0875,0
social,19350.0,37
,0.0064,0
social,0.3327,0
social,12713.0,22
search,0.2437,0
jkl,0.0201,0
search,0.0139,0
social,3.8546,1
social,0.2144,0
jkl,0.0601,0
influencer,25.6942,7
jkl,0.276,0
influencer,1.7549,0
social,0.0,0
search,0.3029,0
jkl,0.0015,0
search,0.2825,0
jkl,0.0064,0
influencer,5.1114,1
search,2.6395,0
search,180223.0,442
jkl,0.0212,0
search,0.1665,0
jkl,0.35,0
influencer,19.5668,18
search,0.1033,0
social,4.8889,1
social,3.4456,0
influencer,0.0576,0
jkl,0.0297,0
social,5039.51,18
jkl,0.956,0
jkl,0.6124,0
jkl,0.02,0
influencer,0.0547,0
search,0.2945,0
social,0.1373,0
influencer,0.0034,0
social,1.419,2
influencer,10.7643,1
social,33.0908,56
influencer,0.0199,0
search,0.0724,0
jkl,0.0265,0
social,1.4676,1
influencer,126901.0,187
influencer,0.0745,0
,0.0182,0
social,3.1042,0
search,0.4094,0
influencer,0.0312,0
social,6.2286,1
social,0.0179,0
search,0.1111,0
influencer,0.0256,0
influencer,0.5384,0
social,10.0346,0
social,198.1868,22
social,0.3285,0
search,11.1556,15
jkl,1.1822,0
jkl,0.0432,0
search,0.2909,0
influencer,0.141,0
social,0.3915,0
influencer,0.015,0
jkl,0.8969,0
social,10.0712,2
search,0.8241,1
social,141.7886,28
search,1.8272,0
jkl,0.0066,0
jkl,0.0011,0
search,0.1326,0
influencer,2.6931,1
social,0.0183,0
jkl,0.7875,0
jkl,14.1095,6
influencer,0.0382,0
social,0.0184,0
social,1.5715,3
influencer,7.2022,4
influencer,4.2703,3
media,931.99,3
search,0.0025,0
,0.0136,0
social,4.3222,6
jkl,0.0076,0
influencer,0.2032,0
social,0.1232,0
social,104.2733,19
search,0.3733,0
jkl,0.003,0
jkl,0.0276,0
social,8.932,9
influencer,0.4662,0
influencer,0.0341,0
jkl,1.4238,0
social,0.0096,0
jkl,0.0059,0
jkl,10.8085,2
influencer,0.904,0
social,0.0003,0
jkl,0.0006,0
search,0.1227,0
jkl,0.9123,0
social,0.0256,0
social,0.2011,0
influencer,0.0004,0
search,1.6849,0
social,0.3187,0
search,0.0743,0
influencer,0.0837,0
influencer,10.1593,2
social,3.1278,4
search,0.0016,0
social,1.0975,2
social,8.2519,0
search,0.2677,0
influencer,0.0572,0
influencer,0.9376,0
social,1.4712,0
search,1.7437,0
jkl,5.8731,2
jkl,0.001,0
influencer,0.803,0
search,22357.6,52
influencer,1.8062,0
jkl,0.1991,0
search,1754.25,2
jkl,0.0194,0
search,0.0963,0
jkl,3.3035,0
jkl,0.0147,0
social,4.8702,1
jkl,15.6198,5
jkl,0.0237,0
jkl,0.0097,0
jkl,0.4291,0
influencer,0.0256,0
jkl,0.0182,0
social,1.5468,2
social,0.0101,0
influencer,0.3908,0
influencer,0.2425,0
social,0.0953,0
jkl,13.8514,4
jkl,0.0014,0
search,9472.22,19
,0.0008,0
search,0.2048,0
social,2.4711,4
influencer,0.4947,0
social,0.3811,0
influencer,42.5293,22
jkl,0.1528,0
social,0.0016,0
search,3.2827,0
social,1.5567,0
influencer,9.0846,0
social,0.4581,0
social,0.0023,0
social,0.0327,0
search,0.5057,0
jkl,0.1899,0
jkl,0.1018,0
search,0.0748,0
social,7.2244,1
social,0.0537,0
influencer,0.3899,0
influencer,1.6424,0
search,0.0119,0
jkl,0.0349,0
social,3.0678,0
social,1.6111,1
social,0.2593,0
social,0.011,0
influencer,0.6996,0
social,0.4107,0
search,2.1059,1
jkl,0.2048,0
jkl,0.1369,0
search,0.3309,0
jkl,2.1251,0
influencer,0.0131,0
social,0.0205,0
influencer,7.0494,0
,0.004,0
social,0.0019,0
search,4.144,0
influencer,0.1628,0
jkl,0.6226,0
search,0.1046,0
social,9.044,2
influencer,0.0012,0
influencer,0.423,0
influencer,0.0175,0
influencer,0.9935,0
social,3.8287,0
social,0.6951,0
social,0.0183,0
social,0.0007,0
jkl,29.3397,16
jkl,0.7948,1
jkl,0.1089,0
jkl,0.0244,0
social,0.5362,0
influencer,0.085,0
influencer,394.4119,265
jkl,6.0209,2
influencer,2.0089,0
influencer,0.0078,0
search,0.0171,0
social,1.5303,2
search,1.3715,3
search,0.2061,0
jkl,0.0081,0
jkl,0.0036,0
influencer,0.0036,0
social,0.0003,0
jkl,0.1031,0
social,59.4457,88
social,17.2793,3
social,0.1928,0
media,29378.3,68
social,180.828,19
search,0.0458,0
social,2.1735,3
influencer,31.5055,8
jkl,0.498,0
social,1.636,2
social,66.3274,10
social,5.3785,1
social,465.4819,62
social,9.5479,2
social,0.7249,0
search,0.1472,0
search,0.3905,0
influencer,0.0053,0
social,8.0558,2
search,0.1194,0
social,14.3203,3
social,42.4223,6
influencer,2.3111,1
social,0.9458,0
jkl,0.7767,0
search,2.8545,1
influencer,0.1363,0
social,0.1694,0
influencer,0.0098,0
influencer,0.5534,0
influencer,0.166,0
social,3.2799,6
search,0.1871,0
influencer,17.7587,4
social,6.0006,7
jkl,1.1627,0
social,1.2122,1
social,0.8923,0
social,0.0032,0
influencer,0.0275,0
social,0.0712,0
influencer,0.5889,0
search,0.2015,0
search,13.6706,9
influencer,0.2397,0
search,0.3979,0
influencer,0.0938,0
social,0.2246,0
influencer,0.0176,0
jkl,0.3028,0
jkl,0.108,0
social,111.4928,12
influencer,0.2515,0
search,3.8192,0
jkl,3.3958,3
influencer,0.4324,0
social,230.9345,25
social,3.0,0
jkl,0.0056,0
search,0.6971,0
jkl,0.0097,0
social,3.7096,0
jkl,0.0324,0
search,0.083,0
jkl,0.0483,0
influencer,1.2374,0
search,2.1675,1
social,0.7071,0
search,0.0024,0
search,0.19,0
influencer,1.0376,1
,0.0008,0
jkl,0.0052,0
social,0.0521,0
social,0.0163,0
influencer,272.2919,62
influencer,1.8908,2
jkl,0.5839,0
influencer,0.198,0
media,79987.7,142
jkl,0.003,0
search,0.4843,1
jkl,0.0523,0
influencer,0.0836,0
influencer,0.3618,0
search,0.5795,0
social,0.0004,0
influencer,0.0396,0
jkl,1.4705,0
social,28.6071,25
social,10317.0,19
search,0.191,0
jkl,0.124,0
search,0.0132,0
social,2.3855,0
influencer,2.0354,2
,0.0008,0
social,24.679,44
jkl,0.1169,0
jkl,0.2822,0
search,3.1202,2
social,2.6262,2
jkl,0.0003,0
influencer,0.0325,0
jkl,0.0161,0
social,2.5325,0
search,0.9002,0
search,84.0981,10
social,0.678,0
influencer,196.2842,32
social,2.5699,0
social,11.641,7
jkl,0.0014,0
social,1.9487,2
jkl,0.0239,0
jkl,0.2017,0
jkl,0.0015,0
search,25.9816,23
influencer,243.7887,311
search,17.0182,9
social,3.7842,3
influencer,21.4405,19
influencer,5.6206,1
search,0.0096,0
search,0.4919,0
jkl,0.0796,0
jkl,7.5902,1
social,1.8775,1
jkl,8.4749,15
jkl,0.0489,0
social,8.8753,1
jkl,0.0027,0
jkl,0.0008,0
search,1.4341,0
search,0.3858,0
influencer,0.2775,0
,0.0078,0
influencer,0.019,0
social,3.3992,5
jkl,2.8179,1
search,1.779,1
influencer,0.0845,0
influencer,3.5858,3
search,0.0153,0
jkl,1.1994,0
jkl,0.3553,0
jkl,0.0265,0
search,0.0154,0
search,0.328,0
search,2.5913,0
social,2.3242,3
jkl,0.0022,0
social,0.0735,0
influencer,0.0674,0
influencer,0.2273,0
search,0.2182,0
jkl,2.7072,2
influencer,0.1045,0
social,43.4084,7
search,0.0033,0
influencer,18.9384,4
jkl,0.252,0
influencer,0.0128,0
influencer,0.0003,0
search,1.0681,0
search,0.0628,0
social,0.3419,0
influencer,0.0012,0
jkl,0.019,0
influencer,9.398,1
jkl,0.003,0
influencer,0.1828,0
search,1.3763,2
influencer,0.0637,0
influencer,33.858,3
social,0.0,0
social,0.0002,0
social,1.3378,2
social,10.1765,3
jkl,0.0217,0
social,2.0743,4
jkl,0.017,0
social,0.0018,0
search,0.5299,0
social,0.4107,0
jkl,0.0897,0
social,0.4219,0
social,0.0018,0
influencer,3.2836,3
influencer,0.0236,0
social,0.1342,0
jkl,0.0013,0
social,0.0381,0
influencer,0.0012,0
social,0.2124,0
search,4.1087,1
,0.0048,0
influencer,14.3316,3
jkl,0.0327,0
social,2.7314,2
social,0.4469,0
social,4.2369,4
social,0.4183,0
influencer,0.7124,0
jkl,0.0974,0
social,0.0001,0
jkl,0.006,0
jkl,0.4913,0
jkl,0.0003,0
influencer,0.0017,0
search,47.6241,8
influencer,0.0344,0
jkl,1.5946,0
social,0.0173,0
social,1.3753,2
search,0.0102,0
search,85.4952,9
search,0.0283,0
social,4.3905,5
influencer,149279.0,267
influencer,21.9056,14
influencer,25.018,51
influencer,0.0065,0
influencer,0.0853,0
search,0.0983,0
jkl,0.0079,0
search,0.3213,0
social,11.6833,2
social,3.5793,1
search,0.7719,0
social,0.0,0
social,9.5097,2
search,0.1268,0
jkl,0.0897,0
search,0.0969,0
search,1.6137,1
search,1.1223,1
jkl,0.0015,0
influencer,4.8323,0
,0.0027,0
influencer,0.0205,0
influencer,0.0008,0
social,0.4182,0
search,0.0081,0
social,4.4906,5
search,92.1778,12
social,0.0005,0
social,0.0255,0
social,0.1744,0
influencer,0.2855,0
search,2.507,0
influencer,54.8392,36
influencer,0.1481,0
search,14.266,17
social,0.0053,0
,0.004,0
jkl,0.0006,0
social,0.9441,0
social,0.0203,0
search,0.0099,0
social,0.0349,0
search,0.6363,0
search,0.0106,0
,0.0064,0
jkl,0.0323,0
search,9.9628,3
jkl,0.095,0
influencer,0.0252,0
jkl,4.3907,1
influencer,0.4975,0
social,3.365,4
search,0.0196,0
social,4.8533,1
search,0.3234,0
search,0.0583,0
social,0.0076,0
influencer,0.2097,0
influencer,0.0601,0
,0.0016,0
search,0.0955,0
influencer,0.175,0
social,0.3869,0
social,116.3287,13
search,0.2751,0
jkl,0.0007,0
search,2.8,0
jkl,0.0308,0
search,5.4525,0
search,0.1716,0
jkl,0.3899,0
search,0.1067,0
jkl,4.0976,0
influencer,0.8615,1
social,13.5803,4
jkl,1.7733,0
jkl,0.001,0
influencer,12.4486,0
jkl,1.5983,0
influencer,12.7398,2
search,0.1394,0
influencer,6.3553,1
social,0.1938,0
social,2.897,1
influencer,0.4923,0
influencer,0.0521,0
jkl,0.0224,0
influencer,2.5422,1
social,40.6554,64
search,0.0834,0
social,2.8352,0
influencer,0.0858,0
influencer,0.0238,0
social,2.6583,5
search,46.6034,6
social,17.4255,1
influencer,0.6146,0
jkl,0.0167,0
social,1.0107,1
influencer,0.7478,0
jkl,0.0386,0
,0.0016,0
social,0.4732,0
influencer,0.046,0
jkl,0.0551,0
influencer,0.2659,0
jkl,0.0342,0
social,11.1096,3
social,0.0768,0
search,0.0011,0
search,0.874,1
search,21.1146,22
social,0.5707,0
social,7.3539,1
search,2.2437,0
influencer,1.0934,0
jkl,0.0891,0
social,95.2378,12
social,0.0114,0
,0.0006,0
social,39.7955,59
social,1.1779,1
influencer,9.4582,0
,0.056,0
influencer,0.7436,0
search,14.8994,2
influencer,5.922,4
social,9.1528,1
social,0.002,0
search,37.0145,6
social,23.4219,7
social,68.1335,21
influencer,1.0338,1
jkl,0.0101,0
social,362.201,37
social,0.1314,0
social,296.8451,39
search,0.0031,0
influencer,0.0297,0
jkl,0.0178,0
search,0.119,0
social,37.5251,6
search,0.1459,0
social,170.2927,20
influencer,8.2749,5
search,1.3702,0
influencer,18.1231,12
social,8.6388,3
social,3.8507,6
jkl,0.0257,0
influencer,0.7843,1
search,0.3185,0
social,0.0033,0
,0.0016,0
,0.0024,0
jkl,0.009,0
search,0.0456,0
search,1.2444,0
social,61.1666,5
jkl,0.0007,0
social,69.6979,8
social,1.4933,2
search,2.3432,1
media,179519.0,302
influencer,0.6753,0
jkl,0.1229,0
influencer,0.3999,0
social,2.4737,1
social,3.0485,2
influencer,49.3001,34
social,0.3566,0
social,0.1926,0
search,0.0088,0
social,3.9229,7
social,0.1979,0
search,0.2626,0
influencer,0.7684,0
influencer,272.2507,180
search,0.4357,0
search,9.8625,1
jkl,0.0138,0
influencer,0.0308,0
social,1.023,1
social,0.0047,0
social,0.4017,0
search,0.3031,0
jkl,0.017,0
social,478.8989,38
influencer,0.6013,1
jkl,1.3266,0
search,0.4267,0
influencer,0.0022,0
influencer,0.7112,1
influencer,299.0884,84
search,0.1845,0
influencer,0.0172,0
social,0.0013,0
search,0.3593,0
influencer,0.1748,0
jkl,0.0181,0
search,0.9321,1
,0.004,0
search,0.4881,0
search,5.0463,6
search,19.4855,3
jkl,0.0063,0
influencer,0.1176,0
social,78958.3,226
influencer,0.0019,0
influencer,3.4383,2
social,111.0989,15
social,0.0176,0
jkl,0.0401,0
search,0.9364,0
social,0.0025,0
jkl,0.0136,0
jkl,0.0447,0
jkl,0.0006,0
jkl,1.0041,0
jkl,0.0201,0
social,0.0129,0
search,0.3349,0
social,0.0199,0
jkl,0.0119,0
jkl,0.1735,0
,0.0016,0
jkl,5.1022,5
,0.016,0
social,197.476,18
,0.0008,0
search,2.2344,0
jkl,6.8234,2
social,4.6793,5
influencer,0.352,0
jkl,0.1606,0
search,12.9764,1
social,0.3212,0
jkl,0.0565,0
social,2.1436,4
jkl,0.0025,0
jkl,0.0236,0
jkl,0.0402,0
social,0.0001,0
influencer,0.4505,0
,0.0096,0
search,0.5208,0
social,0.0129,0
jkl,0.0831,0
search,0.2521,0
search,0.0489,0
social,7.5703,2
jkl,0.0023,0
social,108.1718,15
social,0.0124,0
search,0.016,0
jkl,0.4919,0
jkl,0.9842,0
search,0.0141,0
search,0.0017,0
jkl,0.0007,0
jkl,0.0008,0
influencer,0.0272,0
jkl,0.6901,0
,0.0008,0
social,0.3183,0
social,0.6173,0
search,0.2617,0
influencer,0.0073,0
influencer,0.0012,0
jkl,0.2936,0
jkl,0.0038,0
jkl,0.0035,0
social,0.0183,0
influencer,0.0376,0
influencer,1.3313,0
social,151.7973,19
jkl,0.0419,0
search,0.0745,0
influencer,1.4379,0
influencer,0.0022,0
search,1.0733,1
search,0.4168,0
influencer,0.0311,0
jkl,0.393,0
influencer,0.0004,0
